Method: json::JsonPureStringParser::readStringInternal, Block ID: 128, Normal Time: 0.075, Slowdown Time: 0.166, Percentage Increase: 121.33333333333336%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 2, Normal Time: 0.072, Slowdown Time: 0.133, Percentage Increase: 84.72222222222224%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 130, Normal Time: 0.138, Slowdown Time: 0.256, Percentage Increase: 85.50724637681158%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 3, Normal Time: 0.388, Slowdown Time: 0.626, Percentage Increase: 61.340206185567006%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 4, Normal Time: 0.034, Slowdown Time: 0.057, Percentage Increase: 67.6470588235294%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 132, Normal Time: 0.087, Slowdown Time: 0.206, Percentage Increase: 136.7816091954023%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 5, Normal Time: 0.028, Slowdown Time: 0.068, Percentage Increase: 142.8571428571429%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 6, Normal Time: 0.04, Slowdown Time: 0.07, Percentage Increase: 75.00000000000001%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 7, Normal Time: 0.038, Slowdown Time: 0.126, Percentage Increase: 231.57894736842107%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 8, Normal Time: 0.115, Slowdown Time: 0.262, Percentage Increase: 127.82608695652175%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 9, Normal Time: 0.063, Slowdown Time: 0.091, Percentage Increase: 44.44444444444444%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 10, Normal Time: 0.0, Slowdown Time: 0.03, Percentage Increase: 0.0%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 11, Normal Time: 0.039, Slowdown Time: 0.073, Percentage Increase: 87.17948717948717%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 12, Normal Time: 0.094, Slowdown Time: 0.228, Percentage Increase: 142.55319148936172%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 13, Normal Time: 0.024, Slowdown Time: 0.024, Percentage Increase: 0.0%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 14, Normal Time: 0.255, Slowdown Time: 0.585, Percentage Increase: 129.41176470588235%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 15, Normal Time: 0.065, Slowdown Time: 0.114, Percentage Increase: 75.38461538461539%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 20, Normal Time: 0.033, Slowdown Time: 0.086, Percentage Increase: 160.60606060606057%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 24, Normal Time: 0.051, Slowdown Time: 0.103, Percentage Increase: 101.96078431372548%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 25, Normal Time: 0.016, Slowdown Time: 0.033, Percentage Increase: 106.25%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 29, Normal Time: 0.04, Slowdown Time: 0.097, Percentage Increase: 142.5%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 30, Normal Time: 0.099, Slowdown Time: 0.258, Percentage Increase: 160.6060606060606%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 31, Normal Time: 0.019, Slowdown Time: 0.051, Percentage Increase: 168.42105263157896%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 32, Normal Time: 0.031, Slowdown Time: 0.029, Percentage Increase: -6.451612903225801%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 33, Normal Time: 0.006, Slowdown Time: 0.012, Percentage Increase: 100.0%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 34, Normal Time: 0.001, Slowdown Time: 0.034, Percentage Increase: 3300.0%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 35, Normal Time: 0.024, Slowdown Time: 0.061, Percentage Increase: 154.16666666666666%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 36, Normal Time: 0.102, Slowdown Time: 0.205, Percentage Increase: 100.98039215686273%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 37, Normal Time: 0.008, Slowdown Time: 0.027, Percentage Increase: 237.5%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 38, Normal Time: 0.25, Slowdown Time: 0.512, Percentage Increase: 104.80000000000001%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 39, Normal Time: 0.085, Slowdown Time: 0.209, Percentage Increase: 145.88235294117644%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 44, Normal Time: 0.021, Slowdown Time: 0.027, Percentage Increase: 28.571428571428566%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 48, Normal Time: 0.053, Slowdown Time: 0.127, Percentage Increase: 139.62264150943398%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 49, Normal Time: 0.015, Slowdown Time: 0.028, Percentage Increase: 86.66666666666669%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 53, Normal Time: 0.042, Slowdown Time: 0.069, Percentage Increase: 64.28571428571429%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 54, Normal Time: 0.304, Slowdown Time: 0.592, Percentage Increase: 94.73684210526315%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 55, Normal Time: 0.164, Slowdown Time: 0.357, Percentage Increase: 117.68292682926827%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 56, Normal Time: 0.863, Slowdown Time: 1.77, Percentage Increase: 105.09849362688297%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 57, Normal Time: 0.158, Slowdown Time: 0.352, Percentage Increase: 122.78481012658227%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 58, Normal Time: 0.033, Slowdown Time: 0.065, Percentage Increase: 96.96969696969697%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 59, Normal Time: 0.029, Slowdown Time: 0.101, Percentage Increase: 248.27586206896552%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 60, Normal Time: 0.089, Slowdown Time: 0.158, Percentage Increase: 77.52808988764046%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 61, Normal Time: 0.019, Slowdown Time: 0.138, Percentage Increase: 626.3157894736843%
Method: json::JsonPureStringParser::readStringInternal, Block ID: 62, Normal Time: 0.209, Slowdown Time: 0.536, Percentage Increase: 156.4593301435407%
