FileName,SlowdownSpeed,Iteration,Benchmark,IsSlowdown,Method1,Percent1,Method2,Percent2,Method3,Percent3,Method4,Percent4,Method5,Percent5
100_4_Bounce_Slowdown.xml,100,4,Bounce,Slowdown,"Bounce.benchmark",94.8,"java.util.Arrays.setAll",5.1,"java.io.PrintStream.println",0.0,"Benchmark.innerBenchmarkLoop",0.0,"Run.getSuiteFromName",0.0
100_4_CD_NoSlowdown.xml,100,4,CD,NoSlowdown,"cd.RedBlackTree.treeInsert",19.0,"cd.CollisionDetector.recurse",18.2,"cd.Vector2D.compareTo",17.9,"cd.RedBlackTree.put",11.1,"cd.RedBlackTree.findNode",5.9
100_4_CD_Slowdown.xml,100,4,CD,Slowdown,"cd.RedBlackTree.treeInsert",19.6,"cd.CollisionDetector.recurse",18.5,"cd.Vector2D.compareTo",17.5,"cd.RedBlackTree.put",13.0,"cd.RedBlackTree.findNode",7.3
100_4_DeltaBlue_NoSlowdown.xml,100,4,DeltaBlue,NoSlowdown,"java.util.Vector$Itr.next",59.7,"deltablue.Plan.execute",8.5,"som.Vector.forEach",6.6,"deltablue.EqualityConstraint.execute",4.7,"deltablue.Planner.addPropagate",2.1
100_4_DeltaBlue_Slowdown.xml,100,4,DeltaBlue,Slowdown,"java.util.Vector$Itr.next",62.3,"deltablue.Plan.execute",9.7,"deltablue.EqualityConstraint.execute",7.7,"som.Vector.forEach",5.1,"deltablue.ScaleConstraint.execute",1.5
100_4_Havlak_NoSlowdown.xml,100,4,Havlak,NoSlowdown,"som.Vector.hasSome",30.6,"som.Vector.forEach",13.4,"som.Vector.append",11.9,"havlak.HavlakLoopFinder.findLoops",7.8,"havlak.SimpleLoop.setParent",6.5
100_4_Havlak_Slowdown.xml,100,4,Havlak,Slowdown,"som.Vector.hasSome",27.3,"som.Vector.append",20.9,"som.Vector.forEach",18.7,"havlak.HavlakLoopFinder.findLoops",6.5,"havlak.HavlakLoopFinder.stepD",4.2
100_4_Json_NoSlowdown.xml,100,4,Json,NoSlowdown,"json.JsonPureStringParser.read",23.6,"json.JsonPureStringParser.isWhiteSpace",13.1,"json.JsonPureStringParser.readStringInternal",11.0,"json.JsonPureStringParser.isDigit",6.4,"json.JsonPureStringParser.readChar",5.3
100_4_Json_Slowdown.xml,100,4,Json,Slowdown,"json.JsonPureStringParser.read",24.5,"json.JsonPureStringParser.isWhiteSpace",13.3,"json.JsonPureStringParser.readStringInternal",12.5,"json.JsonPureStringParser.isDigit",7.4,"java.lang.StringBuilder.append",6.0
100_4_List_NoSlowdown.xml,100,4,List,NoSlowdown,"List.isShorterThan",79.4,"List.tail",19.8,"List.makeList",0.6,"List.benchmark",0.1,"List$Element.length",0.1
