FileName,SlowdownSpeed,Iteration,Benchmark,IsSlowdown,Method1,Count1,Method2,Count2,Method3,Count3,Method4,Count4,Method5,Count5
100_1_Permute_Slowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,1,Permute,Slowdown,"Permute.permute",67.42,"Permute.swap",32.50,"Permute.benchmark",0.03,"com.yourkit.probes.Table.createRow",0.01,"java.io.BufferedWriter.implWrite",0.01
100_1_Queens_NoSlowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,1,Queens,NoSlowdown,"Queens.getRowColumn",56.05,"Queens.placeQueen",30.06,"Queens.setRowColumn",10.87,"Queens.queens",1.86,"java.util.Arrays.fill",0.74
100_1_Queens_Slowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,1,Queens,Slowdown,"Queens.getRowColumn",59.08,"Queens.placeQueen",22.54,"Queens.setRowColumn",16.75,"Queens.queens",1.10,"java.util.Arrays.fill",0.40
100_1_Richards_NoSlowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,1,Richards,NoSlowdown,"richards.TaskControlBlock.runTask",21.41,"richards.Scheduler.schedule",18.35,"richards.Scheduler$HandlerProcessFunction.apply",9.61,"richards.TaskState.isTaskHoldingOrWaiting",8.00,"richards.Scheduler$DeviceProcessFunction.apply",4.19
100_1_Richards_Slowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,1,Richards,Slowdown,"richards.Scheduler.schedule",23.92,"richards.TaskControlBlock.runTask",19.99,"richards.Scheduler$HandlerProcessFunction.apply",9.87,"richards.TaskState.isTaskHoldingOrWaiting",6.82,"richards.Scheduler$DeviceProcessFunction.apply",5.25
100_1_Sieve_NoSlowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,1,Sieve,NoSlowdown,"Sieve.sieve",89.97,"java.util.Arrays.fill",9.10,"Sieve.benchmark",0.78,"Benchmark.innerBenchmarkLoop",0.04,"java.util.HashMap.<init>",0.03
100_1_Sieve_Slowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,1,Sieve,Slowdown,"Sieve.sieve",90.47,"java.util.Arrays.fill",8.64,"Sieve.benchmark",0.79,"Benchmark.innerBenchmarkLoop",0.03,"java.util.Collections$UnmodifiableCollection.iterator",0.02
100_1_Storage_NoSlowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,1,Storage,NoSlowdown,"Storage.buildTreeDepth",56.28,"som.Arrays.setAll",29.92,"Storage.lambda$buildTreeDepth$0",5.25,"jdk.internal.misc.Unsafe.allocateInstance",3.92,"som.Random.next",2.16
100_1_Storage_Slowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,1,Storage,Slowdown,"Storage.buildTreeDepth",57.91,"som.Arrays.setAll",27.54,"som.Random.next",4.00,"jdk.internal.misc.Unsafe.allocateInstance",3.90,"Storage$$Lambda.apply",3.87
100_1_Towers_NoSlowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,1,Towers,NoSlowdown,"Towers.popDiskFrom",31.79,"Towers.moveDisks",19.32,"Towers.pushDisk",18.44,"Towers$TowersDisk.setNext",18.10,"Towers.moveTopDisk",9.34
100_1_Towers_Slowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,1,Towers,Slowdown,"Towers.popDiskFrom",34.21,"Towers$TowersDisk.setNext",18.93,"Towers.pushDisk",18.01,"Towers.moveDisks",17.55,"Towers.moveTopDisk",9.12
100_2_Bounce_NoSlowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,2,Bounce,NoSlowdown,"Bounce$Ball.bounce",65.68,"Bounce.benchmark",23.86,"java.lang.Math.abs",4.22,"Bounce$Ball.<init>",3.30,"java.util.Arrays.setAll",1.28
100_2_Bounce_Slowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,2,Bounce,Slowdown,"Bounce$Ball.bounce",58.44,"Bounce.benchmark",31.61,"java.lang.Math.abs",3.82,"Bounce$Ball.<init>",2.58,"som.Random.next",1.51
100_2_CD_NoSlowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,2,CD,NoSlowdown,"cd.RedBlackTree.treeInsert",18.86,"cd.CollisionDetector.isInVoxel",11.85,"cd.RedBlackTree.put",10.57,"cd.Vector2D.compareTo",9.51,"cd.RedBlackTree.findNode",7.62
100_2_CD_Slowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,2,CD,Slowdown,"cd.RedBlackTree.treeInsert",19.80,"cd.CollisionDetector.isInVoxel",14.17,"cd.RedBlackTree.put",13.02,"cd.RedBlackTree.findNode",6.98,"cd.Vector2D.compareTo",5.52
100_2_DeltaBlue_NoSlowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,2,DeltaBlue,NoSlowdown,"java.util.Vector$Itr.next",62.08,"deltablue.Plan.execute",6.23,"java.util.Vector.elementData",4.06,"som.Vector.forEach",2.85,"deltablue.Planner$$Lambda.apply",2.33
100_2_DeltaBlue_Slowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,2,DeltaBlue,Slowdown,"java.util.Vector$Itr.next",60.75,"deltablue.Plan.execute",5.01,"java.util.Vector.elementData",3.38,"som.Vector.forEach",3.36,"deltablue.ScaleConstraint.execute",2.83
100_2_Havlak_NoSlowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,2,Havlak,NoSlowdown,"som.Vector.hasSome",36.12,"som.Vector.<init>",15.26,"som.Vector.append",7.25,"havlak.HavlakLoopFinder.findLoops",5.64,"som.Vector.forEach",4.71
100_2_Havlak_Slowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,2,Havlak,Slowdown,"som.Vector.hasSome",37.51,"som.Vector.<init>",20.93,"som.Vector.forEach",5.84,"som.Vector.append",5.79,"havlak.HavlakLoopFinder.findLoops",4.54
100_2_Json_NoSlowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,2,Json,NoSlowdown,"java.lang.String.equals",37.37,"java.lang.StringLatin1.toBytes",10.37,"json.JsonPureStringParser.read",7.72,"java.lang.String.valueOf",6.71,"json.JsonPureStringParser.readStringInternal",3.20
100_2_Json_Slowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,2,Json,Slowdown,"java.lang.String.equals",36.78,"java.lang.StringLatin1.toBytes",9.71,"json.JsonPureStringParser.read",8.16,"java.lang.String.valueOf",7.01,"json.JsonPureStringParser.subStringFromTo",3.81
100_2_List_NoSlowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,2,List,NoSlowdown,"List.isShorterThan",44.83,"List$Element.getNext",44.75,"List.tail",9.62,"List.makeList",0.49,"java.lang.Integer.valueOf",0.15
100_2_List_Slowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,2,List,Slowdown,"List.isShorterThan",66.50,"List$Element.getNext",24.73,"List.tail",8.45,"List.makeList",0.21,"java.lang.Integer.valueOf",0.06
100_2_Mandelbrot_NoSlowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,2,Mandelbrot,NoSlowdown,"Mandelbrot.mandelbrot",99.93,"com.yourkit.probes.Table.createRow",0.05,"sun.nio.cs.US_ASCII$Encoder.encodeArrayLoop",0.01,"java.lang.String.toString",0.01,"Method",0.00
100_2_Mandelbrot_Slowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,2,Mandelbrot,Slowdown,"Mandelbrot.mandelbrot",99.96,"com.yourkit.probes.Table.createRow",0.01,"java.io.FileOutputStream.writeBytes",0.01,"jdk.internal.misc.Unsafe.allocateUninitializedArray",0.01,"com.yourkit.probes.Table.shouldIgnoreRow",0.01
100_2_NBody_NoSlowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,2,NBody,NoSlowdown,"nbody.NBodySystem.advance",59.55,"nbody.Body.setVX",14.04,"nbody.Body.getVX",4.09,"nbody.Body.getVZ",3.76,"nbody.Body.getX",3.13
100_2_NBody_Slowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,2,NBody,Slowdown,"nbody.NBodySystem.advance",60.03,"nbody.Body.setVX",8.92,"nbody.Body.getZ",3.83,"nbody.Body.getVX",3.71,"nbody.Body.setVY",3.43
100_2_Permute_NoSlowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,2,Permute,NoSlowdown,"Permute.permute",73.42,"Permute.swap",26.46,"Benchmark.innerBenchmarkLoop",0.02,"Permute.benchmark",0.02,"java.io.OutputStreamWriter.flushBuffer",0.02
100_2_Permute_Slowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,2,Permute,Slowdown,"Permute.permute",67.75,"Permute.swap",32.19,"Permute.benchmark",0.02,"java.lang.invoke.DirectMethodHandle$Holder.invokeStatic",0.01,"com.yourkit.probes.Table.createRow",0.01
100_2_Queens_NoSlowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,2,Queens,NoSlowdown,"Queens.getRowColumn",55.64,"Queens.placeQueen",30.52,"Queens.setRowColumn",11.21,"Queens.queens",2.00,"java.util.Arrays.fill",0.41
100_2_Queens_Slowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,2,Queens,Slowdown,"Queens.getRowColumn",59.68,"Queens.placeQueen",22.87,"Queens.setRowColumn",15.91,"Queens.queens",1.06,"java.util.Arrays.fill",0.32
100_2_Richards_NoSlowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,2,Richards,NoSlowdown,"richards.TaskControlBlock.runTask",19.84,"richards.Scheduler.schedule",18.85,"richards.Scheduler$HandlerProcessFunction.apply",9.48,"richards.TaskState.isTaskHoldingOrWaiting",9.04,"richards.Scheduler$DeviceProcessFunction.apply",4.46
100_2_Richards_Slowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,2,Richards,Slowdown,"richards.Scheduler.schedule",24.03,"richards.TaskControlBlock.runTask",19.64,"richards.Scheduler$HandlerProcessFunction.apply",9.07,"richards.TaskState.isTaskHoldingOrWaiting",7.03,"richards.Scheduler$DeviceProcessFunction.apply",5.45
100_2_Sieve_NoSlowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,2,Sieve,NoSlowdown,"Sieve.sieve",90.05,"java.util.Arrays.fill",8.60,"Sieve.benchmark",1.03,"sun.management.MappedMXBeanType$CompositeDataMXBeanType.toOpenTypeData",0.09,"java.lang.String.compareTo",0.04
100_2_Sieve_Slowdown-2025-02-09-shutdown_Method-list-CPU.txt,100,2,Sieve,Slowdown,"Sieve.sieve",89.64,"java.util.Arrays.fill",9.39,"Sieve.benchmark",0.83,"Benchmark.innerBenchmarkLoop",0.03,"java.util.TreeMap$PrivateEntryIterator.<init>",0.03
100_2_Storage_NoSlowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,2,Storage,NoSlowdown,"Storage.buildTreeDepth",56.71,"som.Arrays.setAll",29.73,"Storage.lambda$buildTreeDepth$0",4.90,"jdk.internal.misc.Unsafe.allocateInstance",4.12,"som.Random.next",2.33
100_2_Storage_Slowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,2,Storage,Slowdown,"Storage.buildTreeDepth",58.22,"som.Arrays.setAll",27.71,"jdk.internal.misc.Unsafe.allocateInstance",4.15,"Storage$$Lambda.apply",3.92,"som.Random.next",3.42
100_2_Towers_NoSlowdown-2025-02-08-shutdown_Method-list-CPU.txt,100,2,Towers,NoSlowdown,"Towers.popDiskFrom",32.20,"Towers.moveDisks",19.22,"Towers.pushDisk",18.11,"Towers$TowersDisk.setNext",17.40,"Towers.moveTopDisk",10.02
