FileName,SlowdownSpeed,Iteration,Benchmark,IsSlowdown,Method1,Count1,Method2,Count2,Method3,Count3,Method4,Count4,Method5,Count5
100_3_Richards_NoSlowdown.txt,100,3,Richards,NoSlowdown,"richards.Scheduler.schedule",19.63,"richards.TaskControlBlock.runTask",17.79,"richards.Scheduler$HandlerProcessFunction.apply",11.80,"richards.TaskState.isTaskHoldingOrWaiting",7.45,"richards.Scheduler$DeviceProcessFunction.apply",6.91
100_10_Permute_Slowdown.txt,100,10,Permute,Slowdown,"Permute.permute",70.37,"Permute.swap",29.16,"/home/hb478/repos/graal-instrumentation/sdk/mxbuild/linux-amd64/GRAALVM_LIBGRAAL_JAVA21/graalvm-libgraal-openjdk-21.0.2+13.1/lib/libjvmcicompiler.so",0.30,"rseq_get_rseq_cs_[k]",0.01,"java.lang.invoke.MethodType.equals",0.01
50_6_Sieve_Slowdown.txt,50,6,Sieve,Slowdown,"Sieve.sieve",90.15,"java.util.Arrays.fill",8.75,"Sieve.benchmark",0.75,"/home/hb478/repos/graal-instrumentation/sdk/mxbuild/linux-amd64/GRAALVM_LIBGRAAL_JAVA21/graalvm-libgraal-openjdk-21.0.2+13.1/lib/libjvmcicompiler.so",0.12,"G1ParScanThreadState::trim_queue_to_threshold",0.02
150_4_List_Slowdown.txt,150,4,List,Slowdown,"List.isShorterThan",67.78,"List$Element.getNext",19.86,"List.tail",11.87,"List.makeList",0.20,"/home/hb478/repos/graal-instrumentation/sdk/mxbuild/linux-amd64/GRAALVM_LIBGRAAL_JAVA21/graalvm-libgraal-openjdk-21.0.2+13.1/lib/libjvmcicompiler.so",0.09
100_1_Mandelbrot_NoSlowdown.txt,100,1,Mandelbrot,NoSlowdown,"Mandelbrot.mandelbrot",99.69,"/home/hb478/repos/graal-instrumentation/sdk/mxbuild/linux-amd64/GRAALVM_LIBGRAAL_JAVA21/graalvm-libgraal-openjdk-21.0.2+13.1/lib/libjvmcicompiler.so",0.19,"ConstantPool::klass_at_impl",0.03,"vfs_write_[k]",0.02,"do_user_addr_fault_[k]",0.02
150_10_NBody_NoSlowdown.txt,150,10,NBody,NoSlowdown,"nbody.NBodySystem.advance",59.76,"nbody.Body.setVX",13.89,"nbody.Body.getVX",4.51,"nbody.Body.getX",3.40,"nbody.Body.setVY",3.33
150_6_DeltaBlue_Slowdown.txt,150,6,DeltaBlue,Slowdown,"java.util.Vector$Itr.next",56.94,"deltablue.Plan.execute",8.08,"deltablue.EqualityConstraint.execute",5.38,"deltablue.ScaleConstraint.execute",2.85,"G1ParScanThreadState::trim_queue_to_threshold",2.24
50_7_Storage_Slowdown.txt,50,7,Storage,Slowdown,"Storage.buildTreeDepth",58.60,"som.Arrays.setAll",27.94,"jdk.internal.misc.Unsafe.allocateInstance",3.68,"som.Random.next",3.56,"Storage$$Lambda.apply",3.50
100_10_Bounce_Slowdown.txt,100,10,Bounce,Slowdown,"Bounce$Ball.bounce",59.74,"Bounce.benchmark",30.24,"java.lang.Math.abs",3.63,"Bounce$Ball.<init>",2.53,"som.Random.next",1.44
150_1_Storage_Slowdown.txt,150,1,Storage,Slowdown,"Storage.buildTreeDepth",77.28,"som.Arrays.setAll",9.53,"som.Random.next",7.08,"Storage$$Lambda.apply",2.02,"jdk.internal.misc.Unsafe.allocateInstance",1.93
150_4_Richards_Slowdown.txt,150,4,Richards,Slowdown,"richards.Scheduler.schedule",23.23,"richards.TaskControlBlock.runTask",20.13,"richards.Scheduler$HandlerProcessFunction.apply",10.04,"richards.Scheduler$DeviceProcessFunction.apply",7.65,"richards.TaskState.isTaskHoldingOrWaiting",7.46
50_10_CD_NoSlowdown.txt,50,10,CD,NoSlowdown,"cd.RedBlackTree.treeInsert",16.87,"cd.CollisionDetector.isInVoxel",11.86,"cd.CallSign.compareTo",11.50,"cd.RedBlackTree.put",10.69,"cd.RedBlackTree.findNode",7.46
100_10_List_NoSlowdown.txt,100,10,List,NoSlowdown,"List$Element.getNext",45.73,"List.isShorterThan",41.44,"List.tail",11.79,"List.makeList",0.41,"/home/hb478/repos/graal-instrumentation/sdk/mxbuild/linux-amd64/GRAALVM_LIBGRAAL_JAVA21/graalvm-libgraal-openjdk-21.0.2+13.1/lib/libjvmcicompiler.so",0.18
50_2_Storage_NoSlowdown.txt,50,2,Storage,NoSlowdown,"Storage.buildTreeDepth",59.61,"som.Arrays.setAll",27.59,"jdk.internal.misc.Unsafe.allocateInstance",3.93,"Storage$$Lambda.apply",3.30,"som.Random.next",1.76
150_10_List_NoSlowdown.txt,150,10,List,NoSlowdown,"List$Element.getNext",44.17,"List.isShorterThan",43.00,"List.tail",11.70,"List.makeList",0.44,"/home/hb478/repos/graal-instrumentation/sdk/mxbuild/linux-amd64/GRAALVM_LIBGRAAL_JAVA21/graalvm-libgraal-openjdk-21.0.2+13.1/lib/libjvmcicompiler.so",0.19
100_9_Queens_Slowdown.txt,100,9,Queens,Slowdown,"Queens.getRowColumn",58.54,"Queens.placeQueen",23.66,"Queens.setRowColumn",15.43,"Queens.queens",1.29,"/home/hb478/repos/graal-instrumentation/sdk/mxbuild/linux-amd64/GRAALVM_LIBGRAAL_JAVA21/graalvm-libgraal-openjdk-21.0.2+13.1/lib/libjvmcicompiler.so",0.51
100_9_Mandelbrot_Slowdown.txt,100,9,Mandelbrot,Slowdown,"Mandelbrot.mandelbrot",99.83,"/home/hb478/repos/graal-instrumentation/sdk/mxbuild/linux-amd64/GRAALVM_LIBGRAAL_JAVA21/graalvm-libgraal-openjdk-21.0.2+13.1/lib/libjvmcicompiler.so",0.09,"Interpreter",0.02,"__get_user_8_[k]",0.01,"java.util.ArrayList$Itr.next",0.01
150_3_Mandelbrot_Slowdown.txt,150,3,Mandelbrot,Slowdown,"Mandelbrot.mandelbrot",99.85,"/home/hb478/repos/graal-instrumentation/sdk/mxbuild/linux-amd64/GRAALVM_LIBGRAAL_JAVA21/graalvm-libgraal-openjdk-21.0.2+13.1/lib/libjvmcicompiler.so",0.07,"do_user_addr_fault_[k]",0.02,"sun.nio.cs.StreamEncoder.writeBytes",0.01,"xfs_log_reserve?[xfs]_[k]",0.01
50_4_Permute_Slowdown.txt,50,4,Permute,Slowdown,"Permute.permute",71.55,"Permute.swap",27.89,"/home/hb478/repos/graal-instrumentation/sdk/mxbuild/linux-amd64/GRAALVM_LIBGRAAL_JAVA21/graalvm-libgraal-openjdk-21.0.2+13.1/lib/libjvmcicompiler.so",0.41,"java.lang.invoke.MemberName.getInvocationType",0.01,"java.lang.invoke.MemberName.<init>",0.01
150_10_CD_NoSlowdown.txt,150,10,CD,NoSlowdown,"cd.RedBlackTree.treeInsert",16.08,"cd.CollisionDetector.isInVoxel",11.70,"cd.CallSign.compareTo",11.17,"cd.RedBlackTree.put",10.78,"cd.RedBlackTree.findNode",7.63
50_1_Storage_Slowdown.txt,50,1,Storage,Slowdown,"Storage.buildTreeDepth",58.43,"som.Arrays.setAll",27.69,"jdk.internal.misc.Unsafe.allocateInstance",3.78,"som.Random.next",3.66,"Storage$$Lambda.apply",3.62
100_3_Storage_Slowdown.txt,100,3,Storage,Slowdown,"Storage.buildTreeDepth",59.31,"som.Arrays.setAll",26.51,"Storage$$Lambda.apply",4.72,"jdk.internal.misc.Unsafe.allocateInstance",3.83,"som.Random.next",3.38
150_7_Json_NoSlowdown.txt,150,7,Json,NoSlowdown,"java.lang.String.equals",35.78,"java.lang.StringLatin1.toBytes",9.50,"java.lang.String.valueOf",7.74,"json.JsonPureStringParser.read",7.33,"json.JsonPureStringParser.subStringFromTo",3.25
100_8_Storage_Slowdown.txt,100,8,Storage,Slowdown,"Storage.buildTreeDepth",60.25,"som.Arrays.setAll",26.25,"Storage$$Lambda.apply",4.74,"jdk.internal.misc.Unsafe.allocateInstance",3.63,"som.Random.next",3.14
150_6_Json_Slowdown.txt,150,6,Json,Slowdown,"java.lang.String.equals",35.01,"java.lang.StringLatin1.toBytes",10.07,"json.JsonPureStringParser.read",8.15,"java.lang.String.valueOf",6.42,"json.JsonPureStringParser.subStringFromTo",4.39
100_3_Permute_NoSlowdown.txt,100,3,Permute,NoSlowdown,"Permute.permute",74.37,"Permute.swap",24.85,"/home/hb478/repos/graal-instrumentation/sdk/mxbuild/linux-amd64/GRAALVM_LIBGRAAL_JAVA21/graalvm-libgraal-openjdk-21.0.2+13.1/lib/libjvmcicompiler.so",0.60,"Interpreter",0.04,"jdk.internal.util.Preconditions.checkFromToIndex",0.04
100_7_NBody_Slowdown.txt,100,7,NBody,Slowdown,"nbody.NBodySystem.advance",60.53,"nbody.Body.setVX",8.76,"nbody.Body.getVX",3.83,"nbody.Body.getVZ",3.74,"nbody.Body.setVY",3.47
100_3_NBody_Slowdown.txt,100,3,NBody,Slowdown,"nbody.NBodySystem.advance",61.43,"nbody.Body.setVX",8.42,"nbody.Body.getVX",3.66,"nbody.Body.setVY",3.51,"nbody.Body.getVZ",3.39
50_3_Storage_Slowdown.txt,50,3,Storage,Slowdown,"Storage.buildTreeDepth",58.41,"som.Arrays.setAll",27.76,"som.Random.next",3.95,"jdk.internal.misc.Unsafe.allocateInstance",3.70,"Storage$$Lambda.apply",3.46
150_6_Bounce_Slowdown.txt,150,6,Bounce,Slowdown,"Bounce$Ball.bounce",58.00,"Bounce.benchmark",31.90,"java.lang.Math.abs",3.33,"Bounce$Ball.<init>",2.90,"som.Random.next",1.34
