Method list (CPU)

+---------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                         Method                                                                          |   Time (ms)    |  Own Time (ms)  |  Samples  |
+---------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                 |  38,703   99%  |              0  |    4,064  |
|  Run.runBenchmark()                                                                                                                                     |  38,703   99%  |              0  |    4,064  |
|  Run.doRuns(Benchmark)                                                                                                                                  |  38,693   99%  |              0  |    4,063  |
|  Run.measure(Benchmark, int)                                                                                                                            |  38,693   99%  |              0  |    4,063  |
|  Benchmark.innerBenchmarkLoop(int)                                                                                                                      |  38,678   99%  |              0  |    4,061  |
|  Richards.benchmark()                                                                                                                                   |  38,678   99%  |              0  |    4,061  |
|  richards.Scheduler.start()                                                                                                                             |  38,678   99%  |          < 0.1  |    4,061  |
|  richards.Scheduler.schedule()                                                                                                                          |  38,665   99%  |         10,865  |    4,060  |
|  richards.TaskControlBlock.runTask()                                                                                                                    |  23,886   62%  |          7,054  |    2,515  |
|  richards.Scheduler$HandlerProcessFunction.apply(Packet, RBObject)                                                                                      |   7,654   20%  |          2,873  |      801  |
|  richards.Scheduler.queuePacket(Packet)                                                                                                                 |   4,214   11%  |            770  |      440  |
|  richards.Scheduler$DeviceProcessFunction.apply(Packet, RBObject)                                                                                       |   4,186   11%  |          1,669  |      445  |
|  richards.TaskState.isTaskHoldingOrWaiting()                                                                                                            |   2,937    8%  |          2,937  |      303  |
|  richards.Scheduler$IdleProcessFunction.apply(Packet, RBObject)                                                                                         |   2,509    6%  |          1,133  |      263  |
|  richards.TaskControlBlock.addInputAndCheckPriority(Packet, TaskControlBlock)                                                                           |   1,783    5%  |          1,114  |      186  |
|  richards.Scheduler$WorkerProcessFunction.apply(Packet, RBObject)                                                                                       |   1,334    3%  |            873  |      140  |
|  richards.Scheduler.findTask(int)                                                                                                                       |   1,228    3%  |          1,228  |      127  |
|  richards.RBObject.append(Packet, Packet)                                                                                                               |     942    2%  |            468  |       98  |
|  richards.TaskState.isWaitingWithPacket()                                                                                                               |     847    2%  |            847  |       90  |
|  richards.Scheduler.release(int)                                                                                                                        |     816    2%  |             79  |       88  |
|  richards.Scheduler.holdSelf()                                                                                                                          |     738    2%  |            579  |       76  |
|  richards.TaskControlBlock.getLink()                                                                                                                    |     687    2%  |            687  |       73  |
|  richards.Packet.setLink(Packet)                                                                                                                        |     680    2%  |            680  |       73  |
