Method list (CPU)

+-----------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                       Method                                                                        |   Time (ms)    |  Own Time (ms)  |  Samples  |
+-----------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                             |  41,581  100%  |              0  |    4,341  |
|  Run.runBenchmark()                                                                                                                                 |  41,581  100%  |              0  |    4,341  |
|  Run.doRuns(Benchmark)                                                                                                                              |  41,571   99%  |              0  |    4,340  |
|  Run.measure(Benchmark, int)                                                                                                                        |  41,571   99%  |              9  |    4,340  |
|  Benchmark.innerBenchmarkLoop(int)                                                                                                                  |  41,511   99%  |              9  |    4,334  |
|  Richards.benchmark()                                                                                                                               |  41,501   99%  |              0  |    4,333  |
|  richards.Scheduler.start()                                                                                                                         |  41,501   99%  |          < 0.1  |    4,333  |
|  richards.Scheduler.schedule()                                                                                                                      |  41,487   99%  |          6,425  |    4,331  |
|  richards.TaskControlBlock.runTask()                                                                                                                |  30,658   74%  |          7,513  |    3,202  |
|  richards.Scheduler$HandlerProcessFunction.apply(Packet, RBObject)                                                                                  |   8,117   20%  |          3,106  |      843  |
|  richards.TaskState.isWaitingWithPacket()                                                                                                           |   5,939   14%  |          5,939  |      629  |
|  richards.Scheduler$DeviceProcessFunction.apply(Packet, RBObject)                                                                                   |   4,785   12%  |          1,821  |      497  |
|  richards.Scheduler.queuePacket(Packet)                                                                                                             |   3,937    9%  |            424  |      402  |
|  richards.TaskState.isTaskHoldingOrWaiting()                                                                                                        |   3,279    8%  |          3,279  |      340  |
|  richards.Scheduler$IdleProcessFunction.apply(Packet, RBObject)                                                                                     |   2,870    7%  |          1,379  |      298  |
|  richards.TaskControlBlock.addInputAndCheckPriority(Packet, TaskControlBlock)                                                                       |   1,688    4%  |          1,155  |      171  |
|  richards.RBObject.append(Packet, Packet)                                                                                                           |   1,270    3%  |            636  |      129  |
|  richards.Packet.setLink(Packet)                                                                                                                    |   1,059    3%  |          1,059  |      108  |
|  richards.Scheduler$WorkerProcessFunction.apply(Packet, RBObject)                                                                                   |     988    2%  |            627  |      102  |
|  richards.HandlerTaskDataRecord.deviceInAdd(Packet)                                                                                                 |     911    2%  |            474  |       94  |
|  richards.Scheduler.findTask(int)                                                                                                                   |     910    2%  |            910  |       92  |
|  richards.IdleTaskDataRecord.setControl(int)                                                                                                        |     694    2%  |            694  |       74  |
|  richards.Scheduler.release(int)                                                                                                                    |     676    2%  |             33  |       69  |
|  richards.Scheduler.holdSelf()                                                                                                                      |     671    2%  |            541  |       69  |
|  richards.DeviceTaskDataRecord.setPending(Packet)                                                                                                   |     650    2%  |            650  |       66  |
|  richards.TaskControlBlock.getLink()                                                                                                                |     642    2%  |            642  |       65  |
|  richards.TaskControlBlock.getIdentity()                                                                                                            |     612    1%  |            612  |       65  |
|  richards.HandlerTaskDataRecord.workInAdd(Packet)                                                                                                   |     599    1%  |            189  |       62  |
|  richards.HandlerTaskDataRecord.deviceIn()                                                                                                          |     423    1%  |            423  |       46  |
|  richards.TaskState.setTaskHolding(boolean)                                                                                                         |     413    1%  |            413  |       42  |
|  richards.Packet.setIdentity(int)                                                                                                                   |     377    1%  |            377  |       39  |
|  richards.Packet.getIdentity()                                                                                                                      |     369    1%  |            369  |       40  |
|  richards.HandlerTaskDataRecord.deviceIn(Packet)                                                                                                    |     360    1%  |            360  |       38  |
|  richards.TaskState.running()                                                                                                                       |     263    1%  |            263  |       30  |
|  richards.Packet.getDatum()                                                                                                                         |     251    1%  |            251  |       26  |
|  richards.HandlerTaskDataRecord.workIn(Packet)                                                                                                      |     179    0%  |            179  |       18  |
|  richards.TaskState.packetPending()                                                                                                                 |     179    0%  |            179  |       18  |
|  richards.DeviceTaskDataRecord.getPending()                                                                                                         |     122    0%  |            122  |       13  |
|  richards.IdleTaskDataRecord.setCount(int)                                                                                                          |     109    0%  |            109  |       13  |
|  richards.Packet.setDatum(int)                                                                                                                      |     108    0%  |            108  |       11  |
|  richards.TaskState.setPacketPending(boolean)                                                                                                       |      78    0%  |             78  |        8  |
|  java.io.PrintStream.implWriteln(String) PrintStream.java                                                                                           |      49    0%  |              0  |        5  |
|  java.io.PrintStream.println(String) PrintStream.java                                                                                               |      49    0%  |              0  |        5  |
|  java.io.PrintStream.writeln(String) PrintStream.java                                                                                               |      49    0%  |              0  |        5  |
|  Run.printResult(long, int)                                                                                                                         |      49    0%  |              0  |        5  |
