Method list (CPU)

+------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                              Method                                                                              |   Time (ms)    |  Own Time (ms)  |  Samples  |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                          |  38,451  100%  |              0  |    4,048  |
|  Run.doRuns(Benchmark)                                                                                                                                           |  38,441   99%  |              0  |    4,047  |
|  Run.measure(Benchmark, int)                                                                                                                                     |  38,441   99%  |          < 0.1  |    4,047  |
|  Run.runBenchmark()                                                                                                                                              |  38,441   99%  |              0  |    4,047  |
|  Benchmark.innerBenchmarkLoop(int)                                                                                                                               |  38,405   99%  |              0  |    4,043  |
|  Richards.benchmark()                                                                                                                                            |  38,405   99%  |              0  |    4,043  |
|  richards.Scheduler.start()                                                                                                                                      |  38,405   99%  |              9  |    4,043  |
|  richards.Scheduler.schedule()                                                                                                                                   |  38,370   99%  |         10,752  |    4,039  |
|  richards.TaskControlBlock.runTask()                                                                                                                             |  23,412   61%  |          5,932  |    2,468  |
|  richards.Scheduler$HandlerProcessFunction.apply(Packet, RBObject)                                                                                               |   8,286   22%  |          3,015  |      871  |
|  richards.Scheduler$DeviceProcessFunction.apply(Packet, RBObject)                                                                                                |   4,529   12%  |          1,792  |      477  |
|  richards.Scheduler.queuePacket(Packet)                                                                                                                          |   3,793   10%  |            469  |      397  |
|  richards.TaskState.isTaskHoldingOrWaiting()                                                                                                                     |   3,189    8%  |          3,189  |      335  |
|  richards.Scheduler$IdleProcessFunction.apply(Packet, RBObject)                                                                                                  |   2,498    6%  |          1,108  |      266  |
|  richards.TaskControlBlock.addInputAndCheckPriority(Packet, TaskControlBlock)                                                                                    |   1,864    5%  |          1,096  |      190  |
|  richards.Scheduler$WorkerProcessFunction.apply(Packet, RBObject)                                                                                                |   1,218    3%  |            740  |      129  |
|  richards.RBObject.append(Packet, Packet)                                                                                                                        |   1,139    3%  |            538  |      119  |
|  richards.Packet.setLink(Packet)                                                                                                                                 |   1,006    3%  |          1,006  |      105  |
|  richards.Scheduler.findTask(int)                                                                                                                                |     999    3%  |            999  |      111  |
|  richards.DeviceTaskDataRecord.setPending(Packet)                                                                                                                |     848    2%  |            848  |       90  |
|  richards.HandlerTaskDataRecord.deviceInAdd(Packet)                                                                                                              |     837    2%  |            538  |       86  |
|  richards.TaskControlBlock.getLink()                                                                                                                             |     795    2%  |            795  |       85  |
|  richards.Scheduler.release(int)                                                                                                                                 |     746    2%  |             38  |       80  |
|  richards.TaskState.isWaitingWithPacket()                                                                                                                        |     723    2%  |            723  |       77  |
|  richards.Scheduler.holdSelf()                                                                                                                                   |     721    2%  |            577  |       78  |
|  richards.HandlerTaskDataRecord.workInAdd(Packet)                                                                                                                |     476    1%  |            135  |       51  |
|  richards.IdleTaskDataRecord.setControl(int)                                                                                                                     |     467    1%  |            467  |       49  |
|  richards.HandlerTaskDataRecord.deviceIn(Packet)                                                                                                                 |     416    1%  |            416  |       45  |
|  richards.HandlerTaskDataRecord.deviceIn()                                                                                                                       |     409    1%  |            409  |       43  |
