Method list (CPU)

+-----------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                       Method                                                                        |   Time (ms)    |  Own Time (ms)  |  Samples  |
+-----------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                             |  41,321  100%  |              0  |    4,327  |
|  Run.runBenchmark()                                                                                                                                 |  41,321  100%  |              0  |    4,327  |
|  Run.doRuns(Benchmark)                                                                                                                              |  41,311   99%  |              0  |    4,326  |
|  Run.measure(Benchmark, int)                                                                                                                        |  41,311   99%  |          < 0.1  |    4,326  |
|  Benchmark.innerBenchmarkLoop(int)                                                                                                                  |  41,301   99%  |              9  |    4,325  |
|  Richards.benchmark()                                                                                                                               |  41,291   99%  |              0  |    4,324  |
|  richards.Scheduler.start()                                                                                                                         |  41,291   99%  |              8  |    4,324  |
|  richards.Scheduler.schedule()                                                                                                                      |  41,240   99%  |          6,127  |    4,317  |
|  richards.TaskControlBlock.runTask()                                                                                                                |  30,847   75%  |          7,503  |    3,221  |
|  richards.Scheduler$HandlerProcessFunction.apply(Packet, RBObject)                                                                                  |   8,248   20%  |          3,438  |      855  |
|  richards.TaskState.isWaitingWithPacket()                                                                                                           |   5,789   14%  |          5,789  |      605  |
|  richards.Scheduler$DeviceProcessFunction.apply(Packet, RBObject)                                                                                   |   5,009   12%  |          1,883  |      522  |
|  richards.Scheduler.queuePacket(Packet)                                                                                                             |   4,088   10%  |            444  |      426  |
|  richards.TaskState.isTaskHoldingOrWaiting()                                                                                                        |   3,188    8%  |          3,188  |      336  |
|  richards.Scheduler$IdleProcessFunction.apply(Packet, RBObject)                                                                                     |   2,871    7%  |          1,277  |      298  |
|  richards.TaskControlBlock.addInputAndCheckPriority(Packet, TaskControlBlock)                                                                       |   1,969    5%  |          1,312  |      208  |
|  richards.Scheduler$WorkerProcessFunction.apply(Packet, RBObject)                                                                                   |   1,130    3%  |            705  |      119  |
|  richards.Scheduler.findTask(int)                                                                                                                   |   1,070    3%  |          1,070  |      109  |
