Method list (CPU)

+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                                   Method                                                                                   |   Time (ms)    |  Own Time (ms)  |  Samples  |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                                    |  37,162   99%  |              0  |    3,904  |
|  Run.runBenchmark()                                                                                                                                                        |  37,162   99%  |              0  |    3,904  |
|  Run.doRuns(Benchmark)                                                                                                                                                     |  37,154   99%  |              0  |    3,903  |
|  Run.measure(Benchmark, int)                                                                                                                                               |  37,154   99%  |              0  |    3,903  |
|  Benchmark.innerBenchmarkLoop(int)                                                                                                                                         |  37,079   99%  |              6  |    3,894  |
|  Json.benchmark()                                                                                                                                                          |  37,032   99%  |              0  |    3,889  |
|  json.JsonPureStringParser.parse()                                                                                                                                         |  37,032   99%  |              0  |    3,889  |
|  json.JsonPureStringParser.readObject()                                                                                                                                    |  37,032   99%  |            211  |    3,889  |
|  json.JsonPureStringParser.readValue()                                                                                                                                     |  37,032   99%  |            653  |    3,889  |
|  json.JsonPureStringParser.readArray()                                                                                                                                     |  36,948   99%  |            337  |    3,880  |
|  json.JsonPureStringParser.readStringInternal()                                                                                                                            |  12,702   34%  |          1,117  |    1,335  |
|  java.lang.String.equals(Object) String.java                                                                                                                               |  12,530   34%  |         12,530  |    1,315  |
|  json.JsonPureStringParser.read()                                                                                                                                          |  10,674   29%  |          2,532  |    1,125  |
|  json.JsonPureStringParser.readString()                                                                                                                                    |   8,353   22%  |             68  |      879  |
|  som.Vector.append(Object)                                                                                                                                                 |   5,926   16%  |          5,908  |      619  |
|  json.JsonArray.add(JsonValue)                                                                                                                                             |   5,708   15%  |              0  |      595  |
|  java.lang.Character.toString(char) Character.java                                                                                                                         |   5,414   14%  |              0  |      574  |
|  java.lang.String.valueOf(char) String.java                                                                                                                                |   5,414   14%  |          2,300  |      574  |
|  json.JsonPureStringParser.skipWhiteSpace()                                                                                                                                |   5,104   14%  |             98  |      535  |
|  json.JsonPureStringParser.isWhiteSpace()                                                                                                                                  |   5,005   13%  |            880  |      525  |
|  json.JsonPureStringParser.readNumber()                                                                                                                                    |   4,946   13%  |             71  |      524  |
