Benchmark,Suite,Var,Mean
CD,Slowdown-150,1,277
CD,Slowdown-150,10,277
CD,Slowdown-150,2,277
CD,Slowdown-150,3,277
CD,Slowdown-150,4,277
CD,Slowdown-150,5,277
CD,Slowdown-150,6,277
CD,Slowdown-150,7,277
CD,Slowdown-150,8,277
CD,Slowdown-150,9,277
