Benchmark,Suite,Var,Mean
DeltaBlue,Slowdown-50,10,316
DeltaBlue,Slowdown-50,2,314
DeltaBlue,Slowdown-50,3,314
DeltaBlue,Slowdown-50,4,313
DeltaBlue,Slowdown-50,5,314
DeltaBlue,Slowdown-50,6,314
DeltaBlue,Slowdown-50,7,314
DeltaBlue,Slowdown-50,8,315
DeltaBlue,Slowdown-50,9,314
Mandelbrot,Slowdown-50,1,196
Mandelbrot,Slowdown-50,10,196
Mandelbrot,Slowdown-50,2,196
Mandelbrot,Slowdown-50,3,196
Mandelbrot,Slowdown-50,4,196
Mandelbrot,Slowdown-50,5,196
Mandelbrot,Slowdown-50,6,197
Mandelbrot,Slowdown-50,7,197
Mandelbrot,Slowdown-50,8,196
Mandelbrot,Slowdown-50,9,196
Havlak,Slowdown-Havlak-100,1,828
Havlak,Slowdown-Havlak-100,10,825
Havlak,Slowdown-Havlak-100,2,826
Havlak,Slowdown-Havlak-100,3,826
Havlak,Slowdown-Havlak-100,4,828
Havlak,Slowdown-Havlak-100,5,826
Havlak,Slowdown-Havlak-100,6,826
Havlak,Slowdown-Havlak-100,7,827
Havlak,Slowdown-Havlak-100,8,827
Havlak,Slowdown-Havlak-100,9,826
Havlak,Slowdown-Havlak-150,1,841
Havlak,Slowdown-Havlak-150,10,843
Havlak,Slowdown-Havlak-150,2,840
Havlak,Slowdown-Havlak-150,3,841
Havlak,Slowdown-Havlak-150,4,840
Havlak,Slowdown-Havlak-150,5,842
Havlak,Slowdown-Havlak-150,6,839
Havlak,Slowdown-Havlak-150,7,840
Havlak,Slowdown-Havlak-150,8,840
Havlak,Slowdown-Havlak-150,9,841
Havlak,Slowdown-Havlak-50,1,402
Havlak,Slowdown-Havlak-50,10,401
Havlak,Slowdown-Havlak-50,2,402
Havlak,Slowdown-Havlak-50,3,403
Havlak,Slowdown-Havlak-50,4,402
Havlak,Slowdown-Havlak-50,5,402
Havlak,Slowdown-Havlak-50,6,401
Havlak,Slowdown-Havlak-50,7,402
Havlak,Slowdown-Havlak-50,8,402
Havlak,Slowdown-Havlak-50,9,403
