FileName,SlowdownSpeed,Iteration,Benchmark,IsSlowdown,Method1,Count1,Method2,Count2,Method3,Count3,Method4,Count4,Method5,Count5
150_4_NBody_Slowdown.txt,150,4,NBody,Slowdown,"nbody.NBodySystem.advance",60.90,"nbody.Body.setVX",6.98,"nbody.Body.getVZ",3.77,"nbody.Body.setVY",3.77,"nbody.Body.getZ",3.73
100_9_CD_Slowdown.txt,100,9,CD,Slowdown,"cd.RedBlackTree.treeInsert",19.60,"cd.CollisionDetector.isInVoxel",12.19,"cd.RedBlackTree.put",10.43,"cd.RedBlackTree.findNode",8.70,"cd.CallSign.compareTo",8.40
150_3_List_Slowdown.txt,150,3,List,Slowdown,"List$Element.length",55.93,"List.tail",41.82,"List$Element.getNext",1.79,"List.makeList",0.18,"/home/hb478/repos/graal-instrumentation/sdk/mxbuild/linux-amd64/GRAALVM_LIBGRAAL_JAVA21/graalvm-libgraal-openjdk-21.0.2+13.1/lib/libjvmcicompiler.so",0.07
100_4_Json_Slowdown.txt,100,4,Json,Slowdown,"java.lang.String.equals",33.67,"java.lang.StringLatin1.toBytes",9.70,"json.JsonPureStringParser.read",9.08,"java.lang.String.valueOf",6.76,"json.JsonPureStringParser.subStringFromTo",3.64
50_4_Storage_NoSlowdown.txt,50,4,Storage,NoSlowdown,"Storage.buildTreeDepth",59.61,"som.Arrays.setAll",27.03,"jdk.internal.misc.Unsafe.allocateInstance",3.75,"Storage$$Lambda.apply",2.99,"som.Random.next",1.91
50_7_Storage_NoSlowdown.txt,50,7,Storage,NoSlowdown,"Storage.buildTreeDepth",60.23,"som.Arrays.setAll",25.91,"jdk.internal.misc.Unsafe.allocateInstance",4.32,"Storage$$Lambda.apply",2.61,"Storage.lambda$buildTreeDepth$0",1.93
150_7_Storage_NoSlowdown.txt,150,7,Storage,NoSlowdown,"Storage.buildTreeDepth",76.87,"som.Arrays.setAll",7.81,"som.Random.next",5.44,"jdk.internal.misc.Unsafe.allocateInstance",2.32,"Storage$$Lambda.apply",1.65
100_5_Json_NoSlowdown.txt,100,5,Json,NoSlowdown,"java.lang.String.equals",34.96,"java.lang.StringLatin1.toBytes",10.83,"java.lang.String.valueOf",7.38,"json.JsonPureStringParser.read",7.04,"json.JsonPureStringParser.subStringFromTo",3.73
150_2_DeltaBlue_NoSlowdown.txt,150,2,DeltaBlue,NoSlowdown,"java.util.Vector$Itr.next",46.89,"deltablue.Plan.execute",11.18,"deltablue.EqualityConstraint.execute",6.53,"deltablue.ScaleConstraint.execute",4.06,"deltablue.Planner$3.apply",3.27
100_1_CD_Slowdown.txt,100,1,CD,Slowdown,"cd.RedBlackTree.treeInsert",19.95,"cd.CollisionDetector.isInVoxel",12.48,"cd.RedBlackTree.put",10.91,"cd.CallSign.compareTo",8.89,"cd.RedBlackTree.findNode",8.36
