FileName,SlowdownSpeed,Iteration,Benchmark,IsSlowdown,Method1,Count1,Method2,Count2,Method3,Count3,Method4,Count4,Method5,Count5,Method6,Count6,Method7,Count7,Method8,Count8,Method9,Count9,Method10,Count10,Method11,Count11,Method12,Count12,Method13,Count13,Method14,Count14,Method15,Count15,Method16,Count16,Method17,Count17,Method18,Count18,Method19,Count19,Method20,Count20
50_3_Sieve_NoSlowdown.jfr,50,3,Sieve,NoSlowdown,"Sieve.sieve",89.77041840546032,"java.util.Arrays.fill",9.296412103220469,"Sieve.benchmark",0.88085360067159,"Benchmark.innerBenchmarkLoop",0.012166486197121408,"Sieve.verifyResult",0.007299891718272845,"java.lang.invoke.DirectMethodHandle$Holder.invokeStatic",0.0024332972394242817,"java.lang.invoke.LambdaForm$MH+0x00007f176400ac00.1846406218.invoke",0.0024332972394242817,"java.nio.Buffer.<init>",0.0012166486197121408,"jdk.jfr.internal.event.EventWriter.putUncheckedLong",0.0012166486197121408,"java.lang.invoke.LambdaForm$MH+0x00007f1764011000.1183888521.invoke",0.0012166486197121408,"java.lang.Long.stringSize",0.0012166486197121408,"java.nio.ByteBuffer.array",0.0012166486197121408,"java.lang.StringConcatHelper.newArray",0.0012166486197121408,"sun.nio.cs.US_ASCII$Encoder.encodeArrayLoop",0.0012166486197121408,"java.lang.Math.round",0.0012166486197121408,"java.io.BufferedWriter.implWrite",0.0012166486197121408,"java.io.BufferedWriter.growIfNeeded",0.0012166486197121408,"java.nio.charset.CharsetEncoder.encode",0.0012166486197121408,"sun.nio.cs.StreamEncoder.implWrite",0.0012166486197121408,"java.lang.StringConcatHelper.prepend",0.0012166486197121408
50_9_Havlak_Slowdown.jfr,50,9,Havlak,Slowdown,"som.Vector.hasSome",41.60904816663998,"som.Vector.<init>",15.046798352232202,"som.Vector.append",6.058312348069113,"havlak.HavlakLoopFinder.findLoops",5.866897625875195,"som.Vector.forEach",3.4738496921352566,"havlak.UnionFindNode.initNode",2.612847348578582,"havlak.HavlakLoopFinder.doDFS",2.2256510283992488,"havlak.HavlakLoopFinder$2.apply",1.7955137629368696,"som.Vector.at",1.5524243438769123,"havlak.HavlakLoopFinder.stepD",1.2947786721786343,"som.Vector.size",1.2394649121530155,"havlak.LoopStructureGraph$2.apply",1.0975414489293878,"havlak.HavlakLoopFinder.identifyEdges",1.066245505756998,"som.Dictionary.at",0.9286889183248664,"havlak.HavlakLoopFinder.lambda$stepEProcessNonBackPreds$1",0.828250775120453,"som.Dictionary.atPut",0.8253395245927888,"java.lang.Integer.valueOf",0.8115110845863841,"som.Dictionary.getBucket",0.8035051456353077,"som.Set.<init>",0.716167629805383,"havlak.UnionFindNode.findSet",0.6885107497925734
100_2_Sieve_Slowdown.jfr,100,2,Sieve,Slowdown,"Sieve.sieve",90.18256278385924,"java.util.Arrays.fill",8.88587296201718,"Sieve.benchmark",0.903587564063644,"Sieve.verifyResult",0.006547735971475681,"Benchmark.innerBenchmarkLoop",0.0023809948987184295,"sun.nio.cs.US_ASCII$Encoder.encodeArrayLoop",0.0017857461740388221,"jdk.jfr.internal.periodic.PeriodicTask.tick",0.0011904974493592148,"java.io.PrintStream.println",0.0011904974493592148,"java.nio.Buffer.<init>",0.0011904974493592148,"java.lang.invoke.LambdaForm$MH+0x00007f307800e400.1559122513.invoke",0.0011904974493592148,"java.lang.Long.getChars",0.0011904974493592148,"jdk.jfr.internal.Logger.log",5.952487246796074E-4,"java.io.BufferedWriter.newLine",5.952487246796074E-4,"java.lang.Integer.<init>",5.952487246796074E-4,"jdk.jfr.internal.instrument.JDKEvents.emitExceptionStatistics",5.952487246796074E-4,"java.lang.System$2.currentCarrierThread",5.952487246796074E-4,"jdk.internal.org.objectweb.asm.ClassWriter.visitMethod",5.952487246796074E-4,"java.lang.Math.round",5.952487246796074E-4,"java.io.BufferedWriter.implWrite",5.952487246796074E-4,"java.lang.String.checkBoundsOffCount",5.952487246796074E-4
50_7_Queens_NoSlowdown.jfr,50,7,Queens,NoSlowdown,"Queens.getRowColumn",55.65089325734776,"Queens.placeQueen",30.706921944035347,"Queens.setRowColumn",11.170519305884612,"Queens.queens",1.834539284113466,"java.util.Arrays.fill",0.5794967023115836,"java.lang.StringConcatHelper.newArray",0.00960491771787155,"Benchmark.innerBenchmarkLoop",0.00960491771787155,"Queens.verifyResult",0.006403278478581033,"java.io.BufferedWriter.flushBuffer",0.006403278478581033,"Queens.benchmark",0.006403278478581033,"java.lang.Integer.stringSize",0.0032016392392905167,"java.nio.Buffer.position",0.0032016392392905167,"java.lang.StringCoding.implEncodeAsciiArray",0.0032016392392905167,"sun.nio.cs.StreamEncoder.flushBuffer",0.0032016392392905167,"jdk.jfr.internal.periodic.PeriodicTask.run",0.0032016392392905167,"java.lang.invoke.LambdaForm.normalizeNames",0.0032016392392905167,"null",null,"null",null,"null",null,"null",null
100_3_Bounce_Slowdown.jfr,100,3,Bounce,Slowdown,"Bounce$Ball.bounce",59.68793487999695,"Bounce.benchmark",30.341994395409575,"java.lang.Math.abs",3.7354404559925274,"Bounce$Ball.<init>",2.7441523533560823,"som.Random.next",1.5079017099719771,"java.util.Arrays.setAll",1.0704005185199306,"Bounce.lambda$benchmark$0",0.8730960596297921,"Benchmark.innerBenchmarkLoop",0.010484778008654709,"java.lang.Integer.valueOf",0.007625293097203424,"Bounce.verifyResult",0.003812646548601712,"sun.nio.cs.StreamEncoder.implWrite",0.001906323274300856,"jdk.jfr.internal.event.EventConfiguration.timestamp",9.53161637150428E-4,"jdk.jfr.internal.periodic.JVMEventTask.execute",9.53161637150428E-4,"java.lang.invoke.LambdaForm$MH+0x00007f369c010800.910091170.invoke",9.53161637150428E-4,"java.nio.Buffer.<init>",9.53161637150428E-4,"java.lang.Integer.stringSize",9.53161637150428E-4,"jdk.jfr.internal.JVM.getJVM",9.53161637150428E-4,"java.lang.invoke.BoundMethodHandle$Species_LL.make",9.53161637150428E-4,"java.nio.HeapCharBuffer.<init>",9.53161637150428E-4,"jdk.jfr.internal.periodic.PeriodicEvents.doPeriodic",9.53161637150428E-4
100_5_DeltaBlue_Slowdown.jfr,100,5,DeltaBlue,Slowdown,"java.util.Vector$Itr.next",60.191914635300925,"deltablue.Plan.execute",9.430326522201616,"deltablue.EqualityConstraint.execute",6.382303309775616,"java.util.Vector.elementData",3.5197344605394325,"deltablue.ScaleConstraint.execute",2.698277446410372,"som.Vector.forEach",2.192037157703039,"java.util.Vector.add",1.6262064279707504,"java.util.Vector$Itr.checkForComodification",1.3917431039379813,"deltablue.Planner$$Lambda+0x00007f202400f2d0.1238959340.apply",1.2430454613803819,"som.Vector.append",1.0742986984779375,"deltablue.Planner$$Lambda+0x00007f2024014630.776700275.apply",0.854315294694223,"deltablue.Planner.addPropagate",0.7980663737267416,"deltablue.Variable.getValue",0.5675014897610255,"deltablue.Planner.removePropagateFrom",0.5669445697514466,"jdk.internal.misc.Unsafe.allocateInstance",0.5474523694161807,"deltablue.AbstractConstraint.satisfy",0.4761666081900656,"deltablue.Planner.makePlan",0.4722681681230125,"deltablue.ScaleConstraint.recalculate",0.461686687941011,"som.Vector.lambda$remove$0",0.44219448760574515,"som.Vector.removeFirst",0.3904009267148959
50_6_Bounce_Slowdown.jfr,50,6,Bounce,Slowdown,"Bounce$Ball.bounce",57.10488753260816,"Bounce.benchmark",32.326376925727224,"java.lang.Math.abs",4.341192105133632,"Bounce$Ball.<init>",2.614805335433381,"som.Random.next",1.5676527046315893,"Bounce.lambda$benchmark$0",1.0766845498843334,"java.util.Arrays.setAll",0.9241029679578678,"Benchmark.innerBenchmarkLoop",0.017226952798149335,"Bounce.verifyResult",0.007382979770635428,"java.lang.Integer.valueOf",0.006152483142196191,"sun.nio.cs.StreamEncoder.writeBytes",0.0024609932568784763,"java.nio.Buffer.<init>",0.0012304966284392381,"sun.net.www.protocol.jar.Handler.parseContextSpec",0.0012304966284392381,"java.lang.invoke.DelegatingMethodHandle$Holder.reinvoke_L",0.0012304966284392381,"java.lang.invoke.LambdaForm$MH+0x00007fcda4012800.293907205.invoke",0.0012304966284392381,"java.lang.String.getChars",0.0012304966284392381,"java.lang.invoke.LambdaForm$MH+0x00007fcda400ac00.1846406218.invoke",0.0012304966284392381,"java.io.PrintStream.implWriteln",0.0012304966284392381,"java.util.concurrent.locks.ReentrantLock$Sync.lock",0.0012304966284392381,"java.io.BufferedOutputStream.implWrite",0.0012304966284392381
50_6_Storage_NoSlowdown.jfr,50,6,Storage,NoSlowdown,"Storage.buildTreeDepth",58.80086647067925,"som.Arrays.setAll",29.77100417762649,"jdk.internal.misc.Unsafe.allocateInstance",4.056939501779359,"Storage$$Lambda+0x00007f6b2000e000.2081191879.apply",3.448862757233483,"Storage.lambda$buildTreeDepth$0",1.927897261333746,"som.Random.next",1.9139718397029244,"Storage.benchmark",0.023209036051369335,"Storage.verifyResult",0.007736345350456445,"java.io.BufferedOutputStream.implWrite",0.004641807210273866,"java.io.BufferedWriter.write",0.0030945381401825778,"Benchmark.innerBenchmarkLoop",0.0030945381401825778,"java.lang.invoke.DirectMethodHandle$Holder.invokeStatic",0.0030945381401825778,"java.lang.System$2.encodeASCII",0.0030945381401825778,"java.lang.Integer.stringSize",0.0015472690700912889,"java.util.concurrent.locks.ReentrantLock.lock",0.0015472690700912889,"sun.nio.cs.US_ASCII$Encoder.encodeArrayLoop",0.0015472690700912889,"sun.nio.cs.StreamEncoder.flushBuffer",0.0015472690700912889,"java.io.BufferedWriter.implWrite",0.0015472690700912889,"som.Random.<init>",0.0015472690700912889,"java.util.concurrent.locks.ReentrantLock$Sync.lock",0.0015472690700912889
50_7_CD_Slowdown.jfr,50,7,CD,Slowdown,"cd.RedBlackTree.treeInsert",21.07150894565095,"cd.CollisionDetector.isInVoxel",13.691346911218636,"cd.RedBlackTree.put",10.989366490379206,"cd.CallSign.compareTo",10.706650163159672,"cd.RedBlackTree.findNode",9.26915719590413,"cd.Vector2D.compareTo",5.79638798244627,"cd.Vector2D.compareNumbers",2.7258917519973,"cd.RedBlackTree.leftRotate",2.3658152357375943,"cd.RedBlackTree.treeMinimum",2.2828288511308656,"cd.RedBlackTree.forEach",2.1534263531000337,"som.Vector.append",2.11122988635085,"som.Vector.<init>",2.007145268369529,"cd.CollisionDetector.recurse",1.8763362214470576,"cd.CollisionDetector.voxelHash",1.512040058512434,"cd.Vector2D.minus",1.503600765162597,"cd.CollisionDetector.handleNewFrame",1.4656239450883315,"cd.Vector2D.plus",1.360132778215371,"cd.RedBlackTree$Node.successor",1.119612917745021,"cd.CollisionDetector.putIntoMap",0.9241026218071341,"cd.RedBlackTree.get",0.9128502306740183
50_7_Storage_NoSlowdown.jfr,50,7,Storage,NoSlowdown,"Storage.buildTreeDepth",58.769406816354305,"som.Arrays.setAll",29.631347807261708,"jdk.internal.misc.Unsafe.allocateInstance",4.144244448568071,"Storage$$Lambda+0x00007fe69c00e000.2081191879.apply",3.568998577348921,"som.Random.next",2.0179996288736315,"Storage.lambda$buildTreeDepth$0",1.7999628873631472,"Storage.benchmark",0.021649038164161565,"Benchmark.innerBenchmarkLoop",0.004639079606606049,"java.io.PrintStream.implWriteln",0.004639079606606049,"java.nio.Buffer.<init>",0.0030927197377373663,"java.lang.invoke.LambdaForm$MH+0x00007fe69c014000.919112242.invoke",0.0030927197377373663,"jdk.jfr.internal.PlatformRecorder.periodicTask",0.0030927197377373663,"java.lang.invoke.InvokerBytecodeGenerator.clinit",0.0030927197377373663,"Run.doRuns",0.0015463598688686831,"Run.measure",0.0015463598688686831,"jdk.internal.org.objectweb.asm.MethodWriter.endCurrentBasicBlockWithNoSuccessor",0.0015463598688686831,"java.lang.Class.isPrimitive",0.0015463598688686831,"java.nio.ByteBuffer.flip",0.0015463598688686831,"java.lang.Integer.valueOf",0.0015463598688686831,"Run.printResult",0.0015463598688686831
50_8_Richards_NoSlowdown.jfr,50,8,Richards,NoSlowdown,"richards.Scheduler.schedule",21.039556132166616,"richards.TaskControlBlock.runTask",18.922350732878794,"richards.Scheduler$HandlerProcessFunction.apply",9.843486902034394,"richards.TaskState.isTaskHoldingOrWaiting",8.22314848041516,"richards.Scheduler$DeviceProcessFunction.apply",5.294393684268639,"richards.TaskControlBlock.addInputAndCheckPriority",4.1930052171032655,"richards.Scheduler$IdleProcessFunction.apply",3.0308885637783973,"richards.Scheduler.findTask",2.594749772269302,"richards.TaskState.isWaitingWithPacket",2.4898556325392662,"richards.Packet.setLink",2.2414221437049715,"richards.DeviceTaskDataRecord.setPending",1.8522096778645762,"richards.TaskControlBlock.getLink",1.7417947939382228,"richards.TaskControlBlock.getIdentity",1.7362740497419051,"richards.RBObject.append",1.689347724073205,"richards.Scheduler$WorkerProcessFunction.apply",1.5706517238523754,"richards.IdleTaskDataRecord.setControl",1.543048002870787,"richards.HandlerTaskDataRecord.deviceIn",1.4988820493002457,"richards.TaskState.setTaskHolding",1.3691445606867807,"richards.Scheduler.queuePacket",1.3001352582328098,"richards.Packet.getIdentity",0.8805586993126674
150_2_Permute_NoSlowdown.jfr,150,2,Permute,NoSlowdown,"Permute.permute",68.20390371213594,"Permute.swap",31.676708221117806,"Permute.benchmark",0.05830580003887054,"Permute.verifyResult",0.016658800011105868,"Benchmark.innerBenchmarkLoop",0.013882333342588222,"java.lang.invoke.LambdaFormEditor.filterArgumentsForm",0.0027764666685176445,"java.lang.Integer.stringSize",0.0027764666685176445,"Run.measure",0.0027764666685176445,"java.io.PrintStream.write",0.0027764666685176445,"jdk.jfr.internal.PlatformRecorder.periodicTask",0.0027764666685176445,"jdk.jfr.internal.event.EventWriter.reserveEventSizeField",0.0027764666685176445,"java.lang.invoke.DirectMethodHandle$Holder.invokeStatic",0.0027764666685176445,"java.lang.invoke.InvokerBytecodeGenerator.clinit",0.0027764666685176445,"java.lang.Integer.valueOf",0.0027764666685176445,"sun.nio.cs.StreamEncoder.lockedWrite",0.0027764666685176445,"jdk.internal.org.objectweb.asm.ByteVector.put122",0.0027764666685176445,"null",null,"null",null,"null",null,"null",null
50_8_Havlak_NoSlowdown.jfr,50,8,Havlak,NoSlowdown,"som.Vector.hasSome",37.33182076006807,"som.Vector.<init>",15.40782756664776,"som.Vector.append",6.639818491208168,"havlak.HavlakLoopFinder.findLoops",5.5382870107770845,"som.Vector.forEach",3.5144639818491212,"havlak.UnionFindNode.initNode",3.3896766874645494,"som.Vector.at",2.408394781622235,"havlak.HavlakLoopFinder.doDFS",2.095292115711855,"havlak.HavlakLoopFinder$2.apply",1.8071469086783893,"havlak.LoopStructureGraph$2.apply",1.6744186046511629,"som.Dictionary.at",1.6528644356211004,"havlak.HavlakLoopFinder.stepD",1.644923425978446,"havlak.HavlakLoopFinder.lambda$stepEProcessNonBackPreds$1",1.484968803176404,"som.Vector.size",1.191151446398185,"havlak.UnionFindNode.findSet",0.982416335791265,"havlak.HavlakLoopFinder.identifyEdges",0.8440158820192853,"som.Set.<init>",0.8315371525808282,"som.Dictionary.transferEntries",0.7521270561542825,"java.lang.Integer.valueOf",0.7283040272263188,"havlak.HavlakLoopFinder.isAncestor",0.6817923993193421
