Method list (CPU)

+-----------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                     Method                                                      |   Time (ms)    |  Own Time (ms)  |  Samples  |
+-----------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                         |  39,031  100%  |              0  |    4,088  |
|  Run.doRuns(Benchmark)                                                                                          |  39,031  100%  |              0  |    4,088  |
|  Run.measure(Benchmark, int)                                                                                    |  39,031  100%  |              0  |    4,088  |
|  Run.runBenchmark()                                                                                             |  39,031  100%  |              0  |    4,088  |
|  Benchmark.innerBenchmarkLoop(int)                                                                              |  39,011   99%  |              0  |    4,086  |
|  Richards.benchmark()                                                                                           |  39,011   99%  |              0  |    4,086  |
|  richards.Scheduler.start()                                                                                     |  39,011   99%  |              9  |    4,086  |
|  richards.Scheduler.schedule()                                                                                  |  38,978   99%  |         11,931  |    4,082  |
|  richards.TaskControlBlock.runTask()                                                                            |  23,368   60%  |          6,398  |    2,442  |
|  richards.Scheduler$HandlerProcessFunction.apply(Packet, RBObject)                                              |   7,817   20%  |          2,982  |      822  |
|  richards.Scheduler$DeviceProcessFunction.apply(Packet, RBObject)                                               |   4,383   11%  |          1,822  |      464  |
|  richards.Scheduler.queuePacket(Packet)                                                                         |   3,532    9%  |            471  |      373  |
|  richards.TaskState.isTaskHoldingOrWaiting()                                                                    |   2,702    7%  |          2,702  |      283  |
|  richards.Scheduler$IdleProcessFunction.apply(Packet, RBObject)                                                 |   2,348    6%  |          1,116  |      243  |
|  richards.TaskControlBlock.addInputAndCheckPriority(Packet, TaskControlBlock)                                   |   1,684    4%  |          1,170  |      178  |
|  richards.Scheduler$WorkerProcessFunction.apply(Packet, RBObject)                                               |   1,217    3%  |            818  |      125  |
|  richards.RBObject.append(Packet, Packet)                                                                       |     962    2%  |            424  |      101  |
|  richards.TaskState.isWaitingWithPacket()                                                                       |     923    2%  |            923  |       95  |
|  richards.Packet.setLink(Packet)                                                                                |     898    2%  |            898  |       93  |
|  richards.Scheduler.holdSelf()                                                                                  |     840    2%  |            651  |       89  |
|  richards.TaskControlBlock.getLink()                                                                            |     796    2%  |            796  |       84  |
|  richards.Scheduler.findTask(int)                                                                               |     792    2%  |            792  |       82  |
|  richards.Scheduler.release(int)                                                                                |     682    2%  |             68  |       70  |
|  richards.HandlerTaskDataRecord.deviceInAdd(Packet)                                                             |     649    2%  |            414  |       71  |
|  richards.DeviceTaskDataRecord.setPending(Packet)                                                               |     633    2%  |            633  |       68  |
|  richards.HandlerTaskDataRecord.workInAdd(Packet)                                                               |     567    1%  |            209  |       58  |
|  richards.HandlerTaskDataRecord.deviceIn(Packet)                                                                |     469    1%  |            469  |       50  |
|  richards.IdleTaskDataRecord.setControl(int)                                                                    |     459    1%  |            459  |       47  |
|  richards.TaskControlBlock.getIdentity()                                                                        |     368    1%  |            368  |       39  |
|  richards.TaskState.setTaskHolding(boolean)                                                                     |     354    1%  |            354  |       37  |
|  richards.HandlerTaskDataRecord.deviceIn()                                                                      |     344    1%  |            344  |       37  |
