Method list (CPU)

+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                                   Method                                                                                   |   Time (ms)    |  Own Time (ms)  |  Samples  |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                                    |  94,943   99%  |              0  |    9,640  |
|  Run.runBenchmark()                                                                                                                                                        |  94,943   99%  |          < 0.1  |    9,640  |
|  Run.doRuns(Benchmark)                                                                                                                                                     |  94,933   99%  |              0  |    9,638  |
|  Run.measure(Benchmark, int)                                                                                                                                               |  94,933   99%  |              0  |    9,638  |
|  Havlak.innerBenchmarkLoop(int)                                                                                                                                            |  94,847   99%  |              0  |    9,630  |
|  havlak.LoopTesterApp.main(int, int, int, int, int)                                                                                                                        |  94,847   99%  |          < 0.1  |    9,630  |
|  som.Vector.forEach(ForEachInterface)                                                                                                                                      |  60,042   63%  |          4,440  |    6,080  |
|  havlak.LoopTesterApp.findLoops(LoopStructureGraph)                                                                                                                        |  58,399   61%  |             29  |    5,964  |
|  havlak.HavlakLoopFinder.findLoops()                                                                                                                                       |  57,941   61%  |          5,222  |    5,917  |
|  som.Set.add(Object)                                                                                                                                                       |  38,012   40%  |            109  |    3,831  |
|  havlak.LoopStructureGraph.calculateNestingLevel()                                                                                                                         |  36,254   38%  |          < 0.1  |    3,646  |
|  som.Vector.hasSome(TestInterface)                                                                                                                                         |  35,365   37%  |         34,956  |    3,560  |
|  havlak.SimpleLoop.setParent(SimpleLoop)                                                                                                                                   |  34,973   37%  |             69  |    3,519  |
|  havlak.LoopStructureGraph$1.apply(Object)                                                                                                                                 |  34,947   37%  |            734  |    3,515  |
|  havlak.SimpleLoop.addChildLoop(SimpleLoop)                                                                                                                                |  34,904   37%  |             59  |    3,512  |
|  som.Set.hasSome(TestInterface)                                                                                                                                            |  34,825   37%  |             49  |    3,505  |
|  som.IdentitySet.contains(Object)                                                                                                                                          |  34,342   36%  |              0  |    3,455  |
|  havlak.LoopStructureGraph$1.apply(SimpleLoop)                                                                                                                             |  34,212   36%  |             29  |    3,441  |
|  havlak.LoopTesterApp.addDummyLoops(int)                                                                                                                                   |  19,075   20%  |             14  |    1,940  |
|  som.Vector.<init>(int)                                                                                                                                                    |  13,542   14%  |         13,542  |    1,387  |
|  som.Vector.<init>()                                                                                                                                                       |  11,968   13%  |              0  |    1,225  |
|  havlak.HavlakLoopFinder.initAllNodes()                                                                                                                                    |  11,947   13%  |          < 0.1  |    1,222  |
|  som.Set.forEach(ForEachInterface)                                                                                                                                         |   9,215   10%  |              9  |      938  |
|  havlak.HavlakLoopFinder.identifyEdges(int)                                                                                                                                |   8,632    9%  |            908  |      882  |
|  havlak.HavlakLoopFinder.doDFS(BasicBlock, int)                                                                                                                            |   8,585    9%  |          2,312  |      876  |
|  havlak.HavlakLoopFinder.stepEProcessNonBackPreds(int, Vector, Vector, UnionFindNode)                                                                                      |   8,178    9%  |             79  |      834  |
|  havlak.HavlakLoopFinder.processEdges(BasicBlock, int)                                                                                                                     |   7,723    8%  |            529  |      789  |
|  havlak.HavlakLoopFinder$$Lambda.0x00000008000c9d78.apply(Object)                                                                                                          |   7,291    8%  |            209  |      746  |
|  som.Vector.append(Object)                                                                                                                                                 |   7,191    8%  |          6,829  |      735  |
|  havlak.HavlakLoopFinder.lambda$stepEProcessNonBackPreds$1(int, Vector, Vector, Object)                                                                                    |   7,081    7%  |          1,534  |      725  |
|  havlak.HavlakLoopFinder$2.apply(Object)                                                                                                                                   |   6,150    6%  |            799  |      631  |
|  havlak.HavlakLoopFinder$2.apply(BasicBlock)                                                                                                                               |   5,351    6%  |          1,037  |      550  |
|  havlak.HavlakLoopFinder.stepD(int, Vector)                                                                                                                                |   4,990    5%  |          1,030  |      509  |
|  havlak.UnionFindNode.findSet()                                                                                                                                            |   4,709    5%  |          1,053  |      487  |
|  havlak.UnionFindNode.initNode(BasicBlock, int)                                                                                                                            |   3,557    4%  |          3,557  |      363  |
|  havlak.HavlakLoopFinder.setLoopAttributes(int, Vector, SimpleLoop)                                                                                                        |   2,947    3%  |             59  |      301  |
|  havlak.HavlakLoopFinder$1.apply(Object)                                                                                                                                   |   2,926    3%  |            698  |      302  |
|  som.Dictionary.atPut(Dictionary$CustomHash, Object)                                                                                                                       |   2,838    3%  |            839  |      290  |
|  som.Dictionary.at(Dictionary$CustomHash)                                                                                                                                  |   2,653    3%  |          1,608  |      271  |
|  havlak.HavlakLoopFinder$4.apply(Object)                                                                                                                                   |   2,444    3%  |             88  |      249  |
|  havlak.HavlakLoopFinder$4.apply(UnionFindNode)                                                                                                                            |   2,355    2%  |             99  |      240  |
|  som.Set.<init>()                                                                                                                                                          |   2,352    2%  |              0  |      241  |
|  som.Set.<init>(int)                                                                                                                                                       |   2,352    2%  |            798  |      241  |
|  som.Vector.at(int)                                                                                                                                                        |   2,321    2%  |          2,321  |      236  |
|  havlak.HavlakLoopFinder$1.apply(BasicBlock)                                                                                                                               |   2,227    2%  |             31  |      229  |
|  havlak.LoopStructureGraph.createNewLoop(BasicBlock, boolean)                                                                                                              |   2,137    2%  |            228  |      220  |
|  havlak.HavlakLoopFinder$5.apply(Object)                                                                                                                                   |   1,756    2%  |            312  |      180  |
|  havlak.HavlakLoopFinder$5.apply(Integer)                                                                                                                                  |   1,443    2%  |            139  |      147  |
|  havlak.SimpleLoop.<init>(BasicBlock, boolean)                                                                                                                             |   1,352    1%  |            346  |      138  |
|  havlak.LoopStructureGraph.calculateNestingLevelRec(SimpleLoop, int)                                                                                                       |   1,156    1%  |              0  |      116  |
|  som.Vector.size()                                                                                                                                                         |   1,102    1%  |          1,102  |      111  |
|  havlak.SimpleLoop.addNode(BasicBlock)                                                                                                                                     |   1,088    1%  |              9  |      111  |
|  havlak.LoopStructureGraph$2.apply(Object)                                                                                                                                 |   1,027    1%  |            319  |      103  |
|  havlak.LoopStructureGraph$2.apply(SimpleLoop)                                                                                                                             |     957    1%  |             29  |       96  |
|  som.Dictionary.resize()                                                                                                                                                   |     795    1%  |             62  |       82  |
|  som.Dictionary.transferEntries(Dictionary$Entry[])                                                                                                                        |     732    1%  |            732  |       75  |
|  som.IdentitySet.<init>()                                                                                                                                                  |     613    1%  |              0  |       63  |
|  java.lang.Integer.valueOf(int) Integer.java                                                                                                                               |     604    1%  |            604  |       65  |
|  som.IdentityDictionary$IdEntry.match(int, Object)                                                                                                                         |     573    1%  |            573  |       58  |
|  som.Dictionary.insertBucketEntry(Dictionary$CustomHash, Object, int, Dictionary$Entry)                                                                                    |     523    1%  |            453  |       54  |
|  havlak.HavlakLoopFinder.isAncestor(int, int)                                                                                                                              |     522    1%  |            522  |       52  |
|  som.Set.contains(Object)                                                                                                                                                  |     482    1%  |              0  |       50  |
|  havlak.HavlakLoopFinder.<init>(ControlFlowGraph, LoopStructureGraph)                                                                                                      |     428    0%  |             60  |       44  |
|  havlak.BasicBlock.getNumPred()                                                                                                                                            |     425    0%  |             29  |       43  |
|  som.Dictionary.getBucketIdx(int)                                                                                                                                          |     409    0%  |            409  |       41  |
|  som.Set.size()                                                                                                                                                            |     388    0%  |              0  |       39  |
|  som.Vector.removeAll()                                                                                                                                                    |     376    0%  |            376  |       38  |
|  som.Dictionary.getBucket(int)                                                                                                                                             |     371    0%  |            231  |       37  |
|  java.util.Arrays.copyOf(Object[], int) Arrays.java                                                                                                                        |     361    0%  |          < 0.1  |       38  |
|  java.util.Arrays.copyOf(Object[], int, Class) Arrays.java                                                                                                                 |     351    0%  |            184  |       37  |
|  som.IdentityDictionary.newEntry(Dictionary$CustomHash, Object, int)                                                                                                       |     340    0%  |            340  |       35  |
|  havlak.UnionFindNode.union(UnionFindNode)                                                                                                                                 |     274    0%  |            274  |       28  |
|  som.Dictionary.hash(Dictionary$CustomHash)                                                                                                                                |     240    0%  |            240  |       24  |
|  som.Vector.removeFirst()                                                                                                                                                  |     224    0%  |            224  |       24  |
|  havlak.HavlakLoopFinder$$Lambda.0x00000008000cbc00.test(Object)                                                                                                           |     222    0%  |            222  |       23  |
|  java.lang.System.arraycopy(Object, int, Object, int, int) System.java (native)                                                                                            |     167    0%  |            167  |       17  |
|  havlak.LoopTesterApp.buildBaseLoop(int)                                                                                                                                   |     166    0%  |          < 0.1  |       17  |
