Method list (CPU)

+------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|                                                                              Method                                                                              |   Time (ms)    |  Own Time (ms)  |  Samples  |
+------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------------+-----------------+-----------+
|  Harness.main(String[])                                                                                                                                          |  38,294   99%  |              0  |    4,018  |
|  Run.doRuns(Benchmark)                                                                                                                                           |  38,294   99%  |              0  |    4,017  |
|  Run.measure(Benchmark, int)                                                                                                                                     |  38,294   99%  |              0  |    4,017  |
|  Run.runBenchmark()                                                                                                                                              |  38,294   99%  |              0  |    4,018  |
|  Benchmark.innerBenchmarkLoop(int)                                                                                                                               |  38,260   99%  |              0  |    4,013  |
|  Richards.benchmark()                                                                                                                                            |  38,260   99%  |          < 0.1  |    4,013  |
|  richards.Scheduler.start()                                                                                                                                      |  38,250   99%  |          < 0.1  |    4,012  |
|  richards.Scheduler.schedule()                                                                                                                                   |  38,213   99%  |          6,095  |    4,007  |
|  richards.TaskControlBlock.runTask()                                                                                                                             |  23,054   60%  |          5,790  |    2,413  |
|  richards.TaskState.isTaskHoldingOrWaiting()                                                                                                                     |   8,110   21%  |          8,110  |      850  |
|  richards.Scheduler$HandlerProcessFunction.apply(Packet, RBObject)                                                                                               |   8,105   21%  |          3,341  |      849  |
|  richards.Scheduler$DeviceProcessFunction.apply(Packet, RBObject)                                                                                                |   4,297   11%  |          1,759  |      453  |
|  richards.Scheduler.queuePacket(Packet)                                                                                                                          |   3,870   10%  |            670  |      397  |
|  richards.Scheduler$IdleProcessFunction.apply(Packet, RBObject)                                                                                                  |   2,460    6%  |          1,204  |      258  |
|  richards.TaskControlBlock.addInputAndCheckPriority(Packet, TaskControlBlock)                                                                                    |   1,581    4%  |          1,003  |      162  |
|  richards.Scheduler$WorkerProcessFunction.apply(Packet, RBObject)                                                                                                |   1,320    3%  |            780  |      137  |
|  richards.Scheduler.findTask(int)                                                                                                                                |   1,092    3%  |          1,092  |      113  |
|  richards.RBObject.append(Packet, Packet)                                                                                                                        |     942    2%  |            400  |       95  |
|  richards.Packet.setLink(Packet)                                                                                                                                 |     901    2%  |            901  |       92  |
|  richards.TaskControlBlock.getLink()                                                                                                                             |     772    2%  |            772  |       79  |
|  richards.Scheduler.holdSelf()                                                                                                                                   |     712    2%  |            573  |       76  |
|  richards.DeviceTaskDataRecord.setPending(Packet)                                                                                                                |     683    2%  |            683  |       70  |
|  richards.TaskState.isWaitingWithPacket()                                                                                                                        |     673    2%  |            673  |       74  |
|  richards.Scheduler.release(int)                                                                                                                                 |     649    2%  |            151  |       69  |
|  richards.HandlerTaskDataRecord.workInAdd(Packet)                                                                                                                |     549    1%  |            184  |       56  |
|  richards.HandlerTaskDataRecord.deviceInAdd(Packet)                                                                                                              |     516    1%  |            335  |       54  |
|  richards.IdleTaskDataRecord.setControl(int)                                                                                                                     |     438    1%  |            438  |       46  |
|  richards.HandlerTaskDataRecord.deviceIn()                                                                                                                       |     374    1%  |            374  |       40  |
|  richards.HandlerTaskDataRecord.deviceIn(Packet)                                                                                                                 |     347    1%  |            347  |       36  |
|  richards.TaskControlBlock.getIdentity()                                                                                                                         |     319    1%  |            319  |       34  |
|  richards.Packet.getIdentity()                                                                                                                                   |     315    1%  |            315  |       32  |
|  richards.Packet.getDatum()                                                                                                                                      |     300    1%  |            300  |       33  |
|  richards.TaskState.setTaskHolding(boolean)                                                                                                                      |     244    1%  |            244  |       26  |
|  richards.TaskState.running()                                                                                                                                    |     225    1%  |            225  |       23  |
|  richards.TaskState.packetPending()                                                                                                                              |     191    0%  |            191  |       19  |
|  richards.TaskState.setPacketPending(boolean)                                                                                                                    |     179    0%  |            179  |       19  |
|  richards.Packet.setDatum(int)                                                                                                                                   |     168    0%  |            168  |       17  |
|  richards.IdleTaskDataRecord.setCount(int)                                                                                                                       |     168    0%  |            168  |       17  |
|  richards.HandlerTaskDataRecord.workIn(Packet)                                                                                                                   |     149    0%  |            149  |       18  |
|  richards.Packet.setIdentity(int)                                                                                                                                |     144    0%  |            144  |       16  |
|  richards.DeviceTaskDataRecord.getPending()                                                                                                                      |      49    0%  |             49  |        6  |
|  Run.printResult(long, int)                                                                                                                                      |      34    0%  |          < 0.1  |        4  |
|  java.lang.invoke.InvokerBytecodeGenerator.generateCustomizedCode(LambdaForm, MethodType) InvokerBytecodeGenerator.java                                          |      20    0%  |              0  |        3  |
|  java.lang.invoke.LambdaForm.compileToBytecode() LambdaForm.java                                                                                                 |      20    0%  |              0  |        3  |
|  richards.Packet.getData()                                                                                                                                       |      19    0%  |             19  |        2  |
|  richards.Packet.getLink()                                                                                                                                       |      19    0%  |             19  |        2  |
