FileName,SlowdownSpeed,Iteration,Benchmark,IsSlowdown,Method1,Count1,Method2,Count2,Method3,Count3,Method4,Count4,Method5,Count5
100_9_NBody_NoSlowdown.jfr,100,9,NBody,NoSlowdown,"nbody.NBodySystem.advance",59.90251666169303,"nbody.Body.setVX",13.960011936735302,"nbody.Body.getVX",4.271361782552472,"nbody.Body.getX",3.362180443648662,"nbody.Body.setVY",3.3343280612752415
100_2_NBody_NoSlowdown.jfr,100,2,NBody,NoSlowdown,"nbody.NBodySystem.advance",60.41492786455228,"nbody.Body.setVX",13.658042208179324,"nbody.Body.getVX",3.9704304280434,"nbody.Body.setVY",3.3504232741147013,"nbody.Body.getX",3.2292039267119748
100_3_Havlak_Slowdown.jfr,100,3,Havlak,Slowdown,"som.Vector.hasSome",35.31598328025478,"som.Vector.<init>",21.200736464968152,"havlak.HavlakLoopFinder.findLoops",6.506767515923567,"som.Vector.append",5.189589968152866,"havlak.UnionFindNode.initNode",3.9654657643312103
150_3_Mandelbrot_Slowdown.jfr,150,3,Mandelbrot,Slowdown,"Mandelbrot.mandelbrot",99.98876938931903,"jdk.jfr.internal.instrument.JDKEvents.emitExceptionStatistics",0.0013212483154083979,"java.nio.ByteBuffer.arrayOffset",6.606241577041989E-4,"java.lang.invoke.DelegatingMethodHandle$Holder.reinvoke_L",6.606241577041989E-4,"java.util.ArrayList.elementData",6.606241577041989E-4
50_3_List_NoSlowdown.jfr,50,3,List,NoSlowdown,"List$Element.getNext",46.61926259383833,"List.isShorterThan",44.60501579425269,"List.tail",8.053150537771923,"List.makeList",0.4514470604785595,"java.lang.Integer.valueOf",0.16241863082373104
50_9_CD_Slowdown.jfr,50,9,CD,Slowdown,"cd.RedBlackTree.treeInsert",21.13775638693791,"cd.CollisionDetector.isInVoxel",13.842795981755604,"cd.RedBlackTree.put",10.854296667319584,"cd.CallSign.compareTo",10.664017684752498,"cd.RedBlackTree.findNode",9.013067688949828
100_7_Havlak_NoSlowdown.jfr,100,7,Havlak,NoSlowdown,"som.Vector.hasSome",36.88940117951186,"som.Vector.<init>",15.748833357580098,"som.Vector.append",6.603699683299948,"havlak.HavlakLoopFinder.findLoops",5.833771640237694,"som.Vector.forEach",3.438937320247541
150_10_Sieve_NoSlowdown.jfr,150,10,Sieve,NoSlowdown,"Sieve.sieve",89.94415386613457,"java.util.Arrays.fill",9.175059329137985,"Sieve.benchmark",0.8382823476628453,"Benchmark.innerBenchmarkLoop",0.009445434903243326,"sun.nio.cs.US_ASCII$Encoder.encodeArrayLoop",0.0023613587258108316
100_10_Richards_NoSlowdown.jfr,100,10,Richards,NoSlowdown,"richards.Scheduler.schedule",20.937139085959416,"richards.TaskControlBlock.runTask",17.887587306825058,"richards.Scheduler$HandlerProcessFunction.apply",9.907606005609637,"richards.TaskState.isTaskHoldingOrWaiting",7.759995600285982,"richards.Scheduler$DeviceProcessFunction.apply",5.881867678600892
100_10_Storage_Slowdown.jfr,100,10,Storage,Slowdown,"Storage.buildTreeDepth",59.18548897801635,"som.Arrays.setAll",27.165947950906187,"Storage$$Lambda+0x00007efdd800e000.2081191879.apply",5.186815837881849,"jdk.internal.misc.Unsafe.allocateInstance",3.9029281384759207,"som.Random.next",3.67449715026688
50_3_Sieve_NoSlowdown.jfr,50,3,Sieve,NoSlowdown,"Sieve.sieve",89.77041840546032,"java.util.Arrays.fill",9.296412103220469,"Sieve.benchmark",0.88085360067159,"Benchmark.innerBenchmarkLoop",0.012166486197121408,"Sieve.verifyResult",0.007299891718272845
