FileName,SlowdownSpeed,Iteration,Benchmark,IsSlowdown,Method1,Count1,Method2,Count2,Method3,Count3,Method4,Count4,Method5,Count5
50_4_Bounce_Slowdown.txt,50,4,Bounce,Slowdown,"Bounce$Ball.bounce",55.10,"Bounce.benchmark",33.81,"java.lang.Math.abs",4.34,"Bounce$Ball.<init>",2.69,"som.Random.next",1.27
150_7_Richards_Slowdown.txt,150,7,Richards,Slowdown,"richards.Scheduler.schedule",23.26,"richards.TaskControlBlock.runTask",20.65,"richards.Scheduler$HandlerProcessFunction.apply",10.55,"richards.Scheduler$DeviceProcessFunction.apply",7.21,"richards.TaskState.isTaskHoldingOrWaiting",6.89
50_3_Bounce_Slowdown.txt,50,3,Bounce,Slowdown,"Bounce$Ball.bounce",55.65,"Bounce.benchmark",33.48,"java.lang.Math.abs",4.34,"Bounce$Ball.<init>",2.11,"som.Random.next",1.60
150_1_Queens_Slowdown.txt,150,1,Queens,Slowdown,"Queens.getRowColumn",59.32,"Queens.placeQueen",23.78,"Queens.setRowColumn",15.01,"Queens.queens",0.78,"/home/hb478/repos/graal-instrumentation/sdk/mxbuild/linux-amd64/GRAALVM_LIBGRAAL_JAVA21/graalvm-libgraal-openjdk-21.0.2+13.1/lib/libjvmcicompiler.so",0.50
150_8_DeltaBlue_Slowdown.txt,150,8,DeltaBlue,Slowdown,"java.util.Vector$Itr.next",55.79,"deltablue.Plan.execute",8.43,"deltablue.EqualityConstraint.execute",5.74,"deltablue.ScaleConstraint.execute",3.22,"java.util.Vector.elementData",2.45
50_2_NBody_NoSlowdown.txt,50,2,NBody,NoSlowdown,"nbody.NBodySystem.advance",60.93,"nbody.Body.setVX",12.48,"nbody.Body.getVX",3.75,"nbody.Body.getX",3.40,"nbody.Body.getVZ",3.05
150_4_Permute_NoSlowdown.txt,150,4,Permute,NoSlowdown,"Permute.permute",73.93,"Permute.swap",25.19,"/home/hb478/repos/graal-instrumentation/sdk/mxbuild/linux-amd64/GRAALVM_LIBGRAAL_JAVA21/graalvm-libgraal-openjdk-21.0.2+13.1/lib/libjvmcicompiler.so",0.64,"Interpreter",0.06,"java.lang.invoke.MethodType.insertParameterTypes",0.02
50_5_Sieve_Slowdown.txt,50,5,Sieve,Slowdown,"Sieve.sieve",89.77,"java.util.Arrays.fill",9.00,"Sieve.benchmark",0.77,"/home/hb478/repos/graal-instrumentation/sdk/mxbuild/linux-amd64/GRAALVM_LIBGRAAL_JAVA21/graalvm-libgraal-openjdk-21.0.2+13.1/lib/libjvmcicompiler.so",0.13,"G1ParScanThreadState::trim_queue_to_threshold",0.02
150_6_CD_Slowdown.txt,150,6,CD,Slowdown,"cd.RedBlackTree.treeInsert",22.96,"cd.CollisionDetector.isInVoxel",12.79,"cd.RedBlackTree.put",12.11,"cd.RedBlackTree.findNode",9.79,"cd.CallSign.compareTo",8.45
50_4_NBody_NoSlowdown.txt,50,4,NBody,NoSlowdown,"nbody.NBodySystem.advance",60.71,"nbody.Body.setVX",13.53,"nbody.Body.getVX",4.22,"nbody.Body.getX",3.39,"nbody.Body.setVY",2.87
